training_state,yellow_state,lane_ids,#of_cars,ratio,avg_ratio,tl_durations,tl_id,action,reward
109,yyyyyrrryyyyyrrr,"('-E3_0', '-E3_0', '-E3_1', '-E3_2', '-E3_2', 'EB0_0', 'EB0_0', 'EB0_0', 'E2_0', 'E2_0', 'E2_1', 'E2_2', 'E2_2', '-EB1_0', '-EB1_0', '-EB1_1')","[13, 13, 2, 0, 0, 25, 25, 25, 4, 4, 1, 0, 0, 34, 34, 0]","[0.044137458986115034, 0.044137458986115034, 0.006790378305556159, 0.0, 0.0, 0.16599031147749965, 0.16599031147749965, 0.16599031147749965, 0.2384586035864174, 0.2384586035864174, 0.05961465089660435, 0.0, 0.0, 0.18349970640046975, 0.18349970640046975, 0.0]",0.09353546884879149,"[1.0, 16.0, 8.0, 8.0, 8.0, 8.0]",cluster_11881242783_4896821604_4896821606_4910575089_#1more,"('increase_green', 'cluster_11881242783_4896821604_4896821606_4910575089_#1more')",-0.09353546884879149
109,rrrrryygrrrrryyg,"('-E3_0', '-E3_0', '-E3_1', '-E3_2', '-E3_2', 'EB0_0', 'EB0_0', 'EB0_0', 'E2_0', 'E2_0', 'E2_1', 'E2_2', 'E2_2', '-EB1_0', '-EB1_0', '-EB1_1')","[13, 13, 2, 0, 0, 24, 24, 24, 4, 4, 1, 0, 0, 34, 34, 0]","[0.044137458986115034, 0.044137458986115034, 0.006790378305556159, 0.0, 0.0, 0.16599031147749965, 0.16599031147749965, 0.16599031147749965, 0.2384586035864174, 0.2384586035864174, 0.05961465089660435, 0.0, 0.0, 0.18349970640046975, 0.18349970640046975, 0.0]",0.09353546884879149,"[1.0, 16.0, 8.0, 8.0, 8.0, 8.0]",cluster_11881242783_4896821604_4896821606_4910575089_#1more,"('increase_green', 'cluster_11881242783_4896821604_4896821606_4910575089_#1more')",-0.09229054151271024
109,rrrrrrryrrrrrrry,"('-E3_0', '-E3_0', '-E3_1', '-E3_2', '-E3_2', 'EB0_0', 'EB0_0', 'EB0_0', 'E2_0', 'E2_0', 'E2_1', 'E2_2', 'E2_2', '-EB1_0', '-EB1_0', '-EB1_1')","[13, 13, 2, 0, 0, 24, 24, 24, 4, 4, 1, 0, 0, 34, 34, 0]","[0.044137458986115034, 0.044137458986115034, 0.006790378305556159, 0.0, 0.0, 0.15935069901839966, 0.15935069901839966, 0.15935069901839966, 0.2384586035864174, 0.2384586035864174, 0.05961465089660435, 0.0, 0.0, 0.18349970640046975, 0.18349970640046975, 0.0]",0.09229054151271024,"[1.0, 16.0, 8.0, 8.0, 8.0, 8.0]",cluster_11881242783_4896821604_4896821606_4910575089_#1more,"('decrease_red', 'cluster_11881242783_4896821604_4896821606_4910575089_#1more')",-0.09229054151271024
110,yyyyy,"('ER0_0', 'ER0_1', 'ER0_2', 'ER0_3')","[12, 11, 11, 10]","[0.19029737135897695, 0.17443925707906222, 0.17443925707906222, 0.15858114279914745]",0.17443925707906222,"[53.0, 32.0, 10.0]",J4,"('increase_red', 'J4')",-0.17443925707906222
110,yyyyy,"('E8_0', 'E8_1', 'E8_2', 'E8_3')","[0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0]",0.0,"[51.0, 30.0, 10.0]",J6,"('decrease_red', 'J6')",-0.0
110,rrrrryyyyrrrrGGGg,"('-E4_0', '-E4_0', '-E4_1', '-E4_1', '-E4_1', 'ES0_0', 'ES0_0', 'ES0_1', 'ES0_1', 'E3_0', 'E3_0', 'E3_1', 'E3_2', '-ES1_0', '-ES1_0', '-ES1_1', '-ES1_2')","[2, 2, 0, 0, 0, 9, 9, 0, 0, 7, 7, 6, 4, 28, 28, 0, 0]","[0.012172795263321904, 0.012172795263321904, 0.0, 0.0, 0.0, 0.051929468242245196, 0.051929468242245196, 0.0, 0.0, 0.023766324069446558, 0.023766324069446558, 0.020371134916668476, 0.013580756611112318, 0.1446164129987659, 0.1446164129987659, 0.0, 0.0]",0.029348346627961173,"[53.0, 26.0, 8.0, 8.0, 8.0, 8.0]",JM1,"('increase_green', 'JM1')",-0.02997848350377279
110,rrrrrrrrrrrrryyyy,"('-E4_0', '-E4_0', '-E4_1', '-E4_1', '-E4_1', 'ES0_0', 'ES0_0', 'ES0_1', 'ES0_1', 'E3_0', 'E3_0', 'E3_1', 'E3_2', '-ES1_0', '-ES1_0', '-ES1_1', '-ES1_2')","[2, 2, 0, 0, 0, 9, 9, 0, 0, 7, 7, 6, 4, 28, 28, 0, 0]","[0.012172795263321904, 0.012172795263321904, 0.0, 0.0, 0.0, 0.051929468242245196, 0.051929468242245196, 0.0, 0.0, 0.023766324069446558, 0.023766324069446558, 0.020371134916668476, 0.013580756611112318, 0.14997257644316464, 0.14997257644316464, 0.0, 0.0]",0.02997848350377279,"[53.0, 26.0, 8.0, 8.0, 8.0, 8.0]",JM1,"('increase_green', 'JM1')",-0.02997848350377279
110,yyyygrrrryyygrrrr,"('-E4_0', '-E4_0', '-E4_1', '-E4_1', '-E4_1', 'ES0_0', 'ES0_0', 'ES0_1', 'ES0_1', 'E3_0', 'E3_0', 'E3_1', 'E3_2', '-ES1_0', '-ES1_0', '-ES1_1', '-ES1_2')","[2, 2, 0, 0, 0, 9, 9, 0, 0, 7, 7, 6, 4, 28, 28, 0, 0]","[0.012172795263321904, 0.012172795263321904, 0.0, 0.0, 0.0, 0.051929468242245196, 0.051929468242245196, 0.0, 0.0, 0.023766324069446558, 0.023766324069446558, 0.020371134916668476, 0.013580756611112318, 0.14997257644316464, 0.14997257644316464, 0.0, 0.0]",0.02997848350377279,"[53.0, 26.0, 8.0, 8.0, 8.0, 8.0]",JM1,"('decrease_green', 'JM1')",-0.02997848350377279
110,rrrryrrrrrrryrrrr,"('-E4_0', '-E4_0', '-E4_1', '-E4_1', '-E4_1', 'ES0_0', 'ES0_0', 'ES0_1', 'ES0_1', 'E3_0', 'E3_0', 'E3_1', 'E3_2', '-ES1_0', '-ES1_0', '-ES1_1', '-ES1_2')","[2, 2, 0, 0, 0, 9, 9, 0, 0, 7, 7, 6, 4, 29, 29, 0, 0]","[0.012172795263321904, 0.012172795263321904, 0.0, 0.0, 0.0, 0.051929468242245196, 0.051929468242245196, 0.0, 0.0, 0.023766324069446558, 0.023766324069446558, 0.020371134916668476, 0.013580756611112318, 0.14997257644316464, 0.14997257644316464, 0.0, 0.0]",0.02997848350377279,"[53.0, 26.0, 8.0, 8.0, 8.0, 8.0]",JM1,"('increase_green', 'JM1')",-0.030608620379584405
110,yyyyyyrrrr,"('E6_0', 'E6_1', 'E6_2', 'E6_2', 'E6_3', 'E6_4', 'E4_0', 'E4_0', 'E4_1', 'E4_1')","[1, 0, 0, 0, 0, 0, 32, 32, 33, 33]","[7.8125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.19476472421315047, 0.19476472421315047, 0.2008511218448114, 0.2008511218448114]",0.8603731692115923,"[35.0, -2.0, 30.0, 8.0]",JM3,"('increase_green', 'JM3')",-0.8603731692115923
110,rrrrrryyyy,"('E6_0', 'E6_1', 'E6_2', 'E6_2', 'E6_3', 'E6_4', 'E4_0', 'E4_0', 'E4_1', 'E4_1')","[1, 0, 0, 0, 0, 0, 32, 32, 33, 33]","[7.8125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.19476472421315047, 0.19476472421315047, 0.2008511218448114, 0.2008511218448114]",0.8603731692115923,"[35.0, -2.0, 30.0, 8.0]",JM3,"('increase_green', 'JM3')",-0.8603731692115923
110,yyyyy,"('ER1_0', 'ER1_1', 'ER1_2', 'ER1_3')","[12, 13, 12, 13]","[0.19586336571607646, 0.21218531285908282, 0.19586336571607646, 0.21218531285908282]",0.20402433928757963,"[59.0, 46.0, 10.0]",JR3,"('increase_red', 'JR3')",-0.20402433928757963
110,yyyyyrrryyyyyrrr,"('-E3_0', '-E3_0', '-E3_1', '-E3_2', '-E3_2', 'EB0_0', 'EB0_0', 'EB0_0', 'E2_0', 'E2_0', 'E2_1', 'E2_2', 'E2_2', '-EB1_0', '-EB1_0', '-EB1_1')","[13, 13, 1, 1, 1, 24, 24, 24, 4, 4, 1, 0, 0, 34, 34, 0]","[0.044137458986115034, 0.044137458986115034, 0.0033951891527780795, 0.0033951891527780795, 0.0033951891527780795, 0.15935069901839966, 0.15935069901839966, 0.15935069901839966, 0.2384586035864174, 0.2384586035864174, 0.05961465089660435, 0.0, 0.0, 0.18349970640046975, 0.18349970640046975, 0.0]",0.09250274083475887,"[5.0, 14.0, 8.0, 8.0, 8.0, 8.0]",cluster_11881242783_4896821604_4896821606_4910575089_#1more,"('increase_red', 'cluster_11881242783_4896821604_4896821606_4910575089_#1more')",-0.09250274083475887
110,rrrrryygrrrrryyg,"('-E3_0', '-E3_0', '-E3_1', '-E3_2', '-E3_2', 'EB0_0', 'EB0_0', 'EB0_0', 'E2_0', 'E2_0', 'E2_1', 'E2_2', 'E2_2', '-EB1_0', '-EB1_0', '-EB1_1')","[13, 13, 1, 1, 1, 24, 24, 24, 4, 4, 1, 0, 0, 34, 34, 0]","[0.044137458986115034, 0.044137458986115034, 0.0033951891527780795, 0.0033951891527780795, 0.0033951891527780795, 0.15935069901839966, 0.15935069901839966, 0.15935069901839966, 0.2384586035864174, 0.2384586035864174, 0.05961465089660435, 0.0, 0.0, 0.18349970640046975, 0.18349970640046975, 0.0]",0.09250274083475887,"[5.0, 14.0, 8.0, 8.0, 8.0, 8.0]",cluster_11881242783_4896821604_4896821606_4910575089_#1more,"('decrease_green', 'cluster_11881242783_4896821604_4896821606_4910575089_#1more')",-0.09250274083475887
110,rrrrrrryrrrrrrry,"('-E3_0', '-E3_0', '-E3_1', '-E3_2', '-E3_2', 'EB0_0', 'EB0_0', 'EB0_0', 'E2_0', 'E2_0', 'E2_1', 'E2_2', 'E2_2', '-EB1_0', '-EB1_0', '-EB1_1')","[13, 13, 1, 1, 1, 24, 24, 24, 4, 4, 1, 0, 0, 34, 34, 0]","[0.044137458986115034, 0.044137458986115034, 0.0033951891527780795, 0.0033951891527780795, 0.0033951891527780795, 0.15935069901839966, 0.15935069901839966, 0.15935069901839966, 0.2384586035864174, 0.2384586035864174, 0.05961465089660435, 0.0, 0.0, 0.18349970640046975, 0.18349970640046975, 0.0]",0.09250274083475887,"[5.0, 14.0, 8.0, 8.0, 8.0, 8.0]",cluster_11881242783_4896821604_4896821606_4910575089_#1more,"('decrease_red', 'cluster_11881242783_4896821604_4896821606_4910575089_#1more')",-0.09250274083475887
111,yyyyy,"('ER0_0', 'ER0_1', 'ER0_2', 'ER0_3')","[12, 11, 11, 10]","[0.19029737135897695, 0.17443925707906222, 0.17443925707906222, 0.15858114279914745]",0.17443925707906222,"[53.0, 34.0, 10.0]",J4,"('decrease_red', 'J4')",-0.17443925707906222
111,yyyyy,"('E8_0', 'E8_1', 'E8_2', 'E8_3')","[0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0]",0.0,"[51.0, 28.0, 10.0]",J6,"('decrease_green', 'J6')",-0.0
111,rrrrryyyyrrrrGGGg,"('-E4_0', '-E4_0', '-E4_1', '-E4_1', '-E4_1', 'ES0_0', 'ES0_0', 'ES0_1', 'ES0_1', 'E3_0', 'E3_0', 'E3_1', 'E3_2', '-ES1_0', '-ES1_0', '-ES1_1', '-ES1_2')","[0, 0, 0, 0, 0, 9, 9, 0, 0, 3, 3, 5, 0, 32, 32, 0, 1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.051929468242245196, 0.051929468242245196, 0.0, 0.0, 0.010185567458334238, 0.010185567458334238, 0.016975945763890398, 0.0033951891527780795, 0.16604106677636085, 0.16604106677636085, 0.0, 0.005356163444398737]",0.028355264900879282,"[57.0, 26.0, 8.0, 8.0, 8.0, 8.0]",JM1,"('increase_green', 'JM1')",-0.028785684767703955
111,rrrrrrrrrrrrryyyy,"('-E4_0', '-E4_0', '-E4_1', '-E4_1', '-E4_1', 'ES0_0', 'ES0_0', 'ES0_1', 'ES0_1', 'E3_0', 'E3_0', 'E3_1', 'E3_2', '-ES1_0', '-ES1_0', '-ES1_1', '-ES1_2')","[0, 0, 0, 0, 0, 9, 9, 0, 0, 3, 3, 6, 0, 32, 32, 0, 1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.051929468242245196, 0.051929468242245196, 0.0, 0.0, 0.010185567458334238, 0.010185567458334238, 0.016975945763890398, 0.0, 0.1713972302207596, 0.1713972302207596, 0.0, 0.005356163444398737]",0.028785684767703955,"[57.0, 26.0, 8.0, 8.0, 8.0, 8.0]",JM1,"('increase_green', 'JM1')",-0.028985401776690897
111,yyyygrrrryyygrrrr,"('-E4_0', '-E4_0', '-E4_1', '-E4_1', '-E4_1', 'ES0_0', 'ES0_0', 'ES0_1', 'ES0_1', 'E3_0', 'E3_0', 'E3_1', 'E3_2', '-ES1_0', '-ES1_0', '-ES1_1', '-ES1_2')","[0, 0, 0, 0, 0, 9, 9, 0, 0, 4, 4, 5, 0, 32, 32, 0, 1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.051929468242245196, 0.051929468242245196, 0.0, 0.0, 0.010185567458334238, 0.010185567458334238, 0.020371134916668476, 0.0, 0.1713972302207596, 0.1713972302207596, 0.0, 0.005356163444398737]",0.028985401776690897,"[57.0, 26.0, 8.0, 8.0, 8.0, 8.0]",JM1,"('decrease_red', 'JM1')",-0.029185118785677845
111,rrrryrrrrrrryrrrr,"('-E4_0', '-E4_0', '-E4_1', '-E4_1', '-E4_1', 'ES0_0', 'ES0_0', 'ES0_1', 'ES0_1', 'E3_0', 'E3_0', 'E3_1', 'E3_2', '-ES1_0', '-ES1_0', '-ES1_1', '-ES1_2')","[0, 0, 0, 0, 0, 9, 9, 0, 0, 5, 5, 5, 0, 33, 33, 0, 1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.051929468242245196, 0.051929468242245196, 0.0, 0.0, 0.013580756611112318, 0.013580756611112318, 0.016975945763890398, 0.0, 0.1713972302207596, 0.1713972302207596, 0.0, 0.005356163444398737]",0.029185118785677845,"[57.0, 26.0, 8.0, 8.0, 8.0, 8.0]",JM1,"('increase_red', 'JM1')",-0.030214689679463353
111,yyyyyyrrrr,"('E6_0', 'E6_1', 'E6_2', 'E6_2', 'E6_3', 'E6_4', 'E4_0', 'E4_0', 'E4_1', 'E4_1')","[1, 0, 0, 0, 0, 0, 34, 34, 34, 34]","[7.8125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.20693751947647238, 0.20693751947647238, 0.20693751947647238, 0.20693751947647238]",0.864025007790589,"[39.0, -2.0, 30.0, 8.0]",JM3,"('decrease_green', 'JM3')",-0.864025007790589
111,rrrrrryyyy,"('E6_0', 'E6_1', 'E6_2', 'E6_2', 'E6_3', 'E6_4', 'E4_0', 'E4_0', 'E4_1', 'E4_1')","[1, 0, 0, 0, 0, 0, 34, 34, 34, 34]","[7.8125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.20693751947647238, 0.20693751947647238, 0.20693751947647238, 0.20693751947647238]",0.864025007790589,"[39.0, -2.0, 30.0, 8.0]",JM3,"('decrease_green', 'JM3')",-0.864025007790589
111,yyyyy,"('ER1_0', 'ER1_1', 'ER1_2', 'ER1_3')","[12, 13, 12, 13]","[0.19586336571607646, 0.21218531285908282, 0.19586336571607646, 0.21218531285908282]",0.20402433928757963,"[59.0, 48.0, 10.0]",JR3,"('decrease_red', 'JR3')",-0.20402433928757963
111,yyyyyrrryyyyyrrr,"('-E3_0', '-E3_0', '-E3_1', '-E3_2', '-E3_2', 'EB0_0', 'EB0_0', 'EB0_0', 'E2_0', 'E2_0', 'E2_1', 'E2_2', 'E2_2', '-EB1_0', '-EB1_0', '-EB1_1')","[8, 8, 0, 0, 0, 27, 27, 27, 1, 1, 0, 0, 0, 35, 35, 1]","[0.030556702375002714, 0.030556702375002714, 0.0, 0.0, 0.0, 0.17926953639569962, 0.17926953639569962, 0.17926953639569962, 0.05961465089660435, 0.05961465089660435, 0.0, 0.0, 0.0, 0.18889675658871885, 0.18889675658871885, 0.00539705018824911]",0.0688338674435,"[3.0, 14.0, 8.0, 8.0, 8.0, 8.0]",cluster_11881242783_4896821604_4896821606_4910575089_#1more,"('increase_red', 'cluster_11881242783_4896821604_4896821606_4910575089_#1more')",-0.06840946879940274
111,rrrrryygrrrrryyg,"('-E3_0', '-E3_0', '-E3_1', '-E3_2', '-E3_2', 'EB0_0', 'EB0_0', 'EB0_0', 'E2_0', 'E2_0', 'E2_1', 'E2_2', 'E2_2', '-EB1_0', '-EB1_0', '-EB1_1')","[8, 8, 0, 0, 0, 28, 28, 28, 2, 2, 0, 0, 0, 36, 36, 1]","[0.027161513222224636, 0.027161513222224636, 0.0, 0.0, 0.0, 0.17926953639569962, 0.17926953639569962, 0.17926953639569962, 0.05961465089660435, 0.05961465089660435, 0.0, 0.0, 0.0, 0.18889675658871885, 0.18889675658871885, 0.00539705018824911]",0.06840946879940274,"[3.0, 14.0, 8.0, 8.0, 8.0, 8.0]",cluster_11881242783_4896821604_4896821606_4910575089_#1more,"('increase_green', 'cluster_11881242783_4896821604_4896821606_4910575089_#1more')",-0.07778085877109067
111,rrrrrrryrrrrrrry,"('-E3_0', '-E3_0', '-E3_1', '-E3_2', '-E3_2', 'EB0_0', 'EB0_0', 'EB0_0', 'E2_0', 'E2_0', 'E2_1', 'E2_2', 'E2_2', '-EB1_0', '-EB1_0', '-EB1_1')","[7, 7, 0, 0, 0, 28, 28, 28, 1, 1, 0, 0, 0, 36, 36, 1]","[0.027161513222224636, 0.027161513222224636, 0.0, 0.0, 0.0, 0.18590914885479962, 0.18590914885479962, 0.18590914885479962, 0.1192293017932087, 0.1192293017932087, 0.0, 0.0, 0.0, 0.19429380677696798, 0.19429380677696798, 0.00539705018824911]",0.07778085877109067,"[3.0, 14.0, 8.0, 8.0, 8.0, 8.0]",cluster_11881242783_4896821604_4896821606_4910575089_#1more,"('decrease_green', 'cluster_11881242783_4896821604_4896821606_4910575089_#1more')",-0.06990462876491786
112,yyyyy,"('ER0_0', 'ER0_1', 'ER0_2', 'ER0_3')","[12, 11, 11, 10]","[0.19029737135897695, 0.17443925707906222, 0.17443925707906222, 0.15858114279914745]",0.17443925707906222,"[53.0, 32.0, 10.0]",J4,"('decrease_red', 'J4')",-0.17443925707906222
112,yyyyy,"('E8_0', 'E8_1', 'E8_2', 'E8_3')","[1, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0]",0.0,"[49.0, 28.0, 10.0]",J6,"('decrease_red', 'J6')",-0.0013554425899580138
