training_state,yellow_state,lane_ids,#of_cars,ratio,max_ratio,new_max_ratio,tl_durations,tl_id,action,reward
0,yyyy,"('E5_0', 'E5_1', 'E5_2', 'E5_3')","[0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0]",0.0,0.0,"[45.0, 3.0, 30.0]",J3,"('decrease_green', 'J3')",1
0,yyyyyyyyyyyyyyyyy,"('-E3_0', '-E3_0', '-E3_1', '-E3_2', '-E3_2', 'EB0_0', 'EB0_0', 'EB0_0', 'EB0_0', 'E2_0', 'E2_0', 'E2_1', 'E2_2', 'E2_2', '-EB1_0', '-EB1_0', '-EB1_1')","[0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.030747155888080354, 0.030747155888080354, 0.030747155888080354, 0.030747155888080354, 0.0, 0.0, 0.0, 0.0, 0.0, 0.029127627554735663, 0.029127627554735663, 0.0]",0.030747155888080354,0.030747155888080354,"[45.0, 3.0, 30.0]",JM0,"('no_change', 'JM0')",1
0,yyyyyyyyyyyyyyyyy,"('-E4_0', '-E4_0', '-E4_1', '-E4_1', '-E4_1', 'ES0_0', 'ES0_0', 'ES0_1', 'ES0_1', 'E3_0', 'E3_0', 'E3_1', 'E3_2', '-ES1_0', '-ES1_0', '-ES1_1', '-ES1_2')","[0, 0, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.027923860939172523, 0.027923860939172523, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.029874526986656044, 0.029874526986656044, 0.0, 0.0]",0.029874526986656044,0.05974905397331209,"[45.0, 3.0, 38.0]",JM1,"('increase_green', 'JM1')",-2
0,yyyyyyyyy,"('ER1_0', 'ER1_1', 'ER1_2', 'ER1_3', 'ER1_4', 'E4_0', 'E4_0', 'E4_1', 'E4_1')","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,"[45.0, 3.0, 30.0]",JM2,"('increase_green', 'JM2')",1
1,yyyy,"('E5_0', 'E5_1', 'E5_2', 'E5_3')","[0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0]",0.0,0.0,"[45.0, 3.0, 30.0]",J3,"('decrease_green', 'J3')",1
1,yyyyyyyyyyyyyyyyy,"('-E3_0', '-E3_0', '-E3_1', '-E3_2', '-E3_2', 'EB0_0', 'EB0_0', 'EB0_0', 'EB0_0', 'E2_0', 'E2_0', 'E2_1', 'E2_2', 'E2_2', '-EB1_0', '-EB1_0', '-EB1_1')","[0, 0, 0, 0, 0, 3, 3, 3, 3, 0, 0, 0, 0, 0, 3, 3, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.09224146766424106, 0.09224146766424106, 0.09224146766424106, 0.09224146766424106, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08738288266420699, 0.08738288266420699, 0.0]",0.09224146766424106,0.09224146766424106,"[45.0, 3.0, 30.0]",JM0,"('increase_red', 'JM0')",1
1,yyyyyyyyyyyyyyyyy,"('-E4_0', '-E4_0', '-E4_1', '-E4_1', '-E4_1', 'ES0_0', 'ES0_0', 'ES0_1', 'ES0_1', 'E3_0', 'E3_0', 'E3_1', 'E3_2', '-ES1_0', '-ES1_0', '-ES1_1', '-ES1_2')","[0, 0, 0, 0, 0, 3, 3, 0, 0, 0, 0, 0, 0, 3, 3, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.08377158281751756, 0.08377158281751756, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08962358095996813, 0.08962358095996813, 0.0, 0.0]",0.08962358095996813,0.08962358095996813,"[45.0, 3.0, 38.0]",JM1,"('increase_red', 'JM1')",1
1,yyyyyyyyy,"('ER1_0', 'ER1_1', 'ER1_2', 'ER1_3', 'ER1_4', 'E4_0', 'E4_0', 'E4_1', 'E4_1')","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,"[45.0, 3.0, 30.0]",JM2,"('decrease_green', 'JM2')",1
2,yyyy,"('E5_0', 'E5_1', 'E5_2', 'E5_3')","[0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0]",0.0,0.0,"[45.0, 3.0, 30.0]",J3,"('increase_green', 'J3')",1
2,yyyyyyyyyyyyyyyyy,"('-E3_0', '-E3_0', '-E3_1', '-E3_2', '-E3_2', 'EB0_0', 'EB0_0', 'EB0_0', 'EB0_0', 'E2_0', 'E2_0', 'E2_1', 'E2_2', 'E2_2', '-EB1_0', '-EB1_0', '-EB1_1')","[0, 0, 0, 0, 0, 5, 5, 5, 5, 0, 0, 0, 0, 0, 5, 5, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.12298862355232142, 0.12298862355232142, 0.12298862355232142, 0.12298862355232142, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11651051021894265, 0.11651051021894265, 0.0]",0.12298862355232142,0.15373577944040176,"[45.0, 3.0, 30.0]",JM0,"('increase_red', 'JM0')",-2
2,yyyyyyyyyyyyyyyyy,"('-E4_0', '-E4_0', '-E4_1', '-E4_1', '-E4_1', 'ES0_0', 'ES0_0', 'ES0_1', 'ES0_1', 'E3_0', 'E3_0', 'E3_1', 'E3_2', '-ES1_0', '-ES1_0', '-ES1_1', '-ES1_2')","[0, 0, 0, 0, 0, 5, 5, 0, 0, 0, 0, 0, 0, 5, 5, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.13961930469586262, 0.13961930469586262, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1493726349332802, 0.1493726349332802, 0.0, 0.0]",0.1493726349332802,0.1493726349332802,"[45.0, 3.0, 38.0]",JM1,"('no_change', 'JM1')",1
2,yyyyyyyyy,"('ER1_0', 'ER1_1', 'ER1_2', 'ER1_3', 'ER1_4', 'E4_0', 'E4_0', 'E4_1', 'E4_1')","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0,0.0,"[45.0, 3.0, 30.0]",JM2,"('decrease_red', 'JM2')",1
3,yyyy,"('E5_0', 'E5_1', 'E5_2', 'E5_3')","[0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0]",0.0,0.0,"[45.0, 3.0, 30.0]",J3,"('increase_red', 'J3')",1
3,yyyyyyyyyyyyyyyyy,"('-E3_0', '-E3_0', '-E3_1', '-E3_2', '-E3_2', 'EB0_0', 'EB0_0', 'EB0_0', 'EB0_0', 'E2_0', 'E2_0', 'E2_1', 'E2_2', 'E2_2', '-EB1_0', '-EB1_0', '-EB1_1')","[0, 0, 0, 0, 0, 6, 6, 6, 6, 0, 0, 0, 0, 0, 6, 6, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.18448293532848212, 0.18448293532848212, 0.18448293532848212, 0.18448293532848212, 0.0, 0.0, 0.0, 0.0, 0.0, 0.17476576532841398, 0.17476576532841398, 0.0]",0.18448293532848212,0.18448293532848212,"[45.0, 3.0, 30.0]",JM0,"('decrease_green', 'JM0')",1
3,yyyyyyyyyyyyyyyyy,"('-E4_0', '-E4_0', '-E4_1', '-E4_1', '-E4_1', 'ES0_0', 'ES0_0', 'ES0_1', 'ES0_1', 'E3_0', 'E3_0', 'E3_1', 'E3_2', '-ES1_0', '-ES1_0', '-ES1_1', '-ES1_2')","[0, 0, 0, 0, 0, 6, 6, 0, 0, 0, 0, 0, 0, 7, 7, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.16754316563503513, 0.16754316563503513, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.17924716191993625, 0.17924716191993625, 0.0, 0.0]",0.17924716191993625,0.2091216889065923,"[45.0, 3.0, 38.0]",JM1,"('decrease_red', 'JM1')",-2
3,yyyyyyyyy,"('ER1_0', 'ER1_1', 'ER1_2', 'ER1_3', 'ER1_4', 'E4_0', 'E4_0', 'E4_1', 'E4_1')","[1, 0, 0, 0, 0, 0, 0, 0, 0]","[0.037714501225721286, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.037714501225721286,0.037714501225721286,"[45.0, 3.0, 30.0]",JM2,"('no_change', 'JM2')",1
4,yyyy,"('E5_0', 'E5_1', 'E5_2', 'E5_3')","[0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0]",0.0,0.0,"[45.0, 3.0, 30.0]",J3,"('no_change', 'J3')",1
4,yyyyyyyyyyyyyyyyy,"('-E3_0', '-E3_0', '-E3_1', '-E3_2', '-E3_2', 'EB0_0', 'EB0_0', 'EB0_0', 'EB0_0', 'E2_0', 'E2_0', 'E2_1', 'E2_2', 'E2_2', '-EB1_0', '-EB1_0', '-EB1_1')","[0, 0, 0, 0, 0, 8, 8, 8, 8, 0, 0, 0, 0, 0, 8, 8, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.24597724710464283, 0.24597724710464283, 0.24597724710464283, 0.24597724710464283, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2330210204378853, 0.2330210204378853, 0.0]",0.24597724710464283,0.24597724710464283,"[45.0, 3.0, 30.0]",JM0,"('increase_green', 'JM0')",1
4,yyyyyyyyyyyyyyyyy,"('-E4_0', '-E4_0', '-E4_1', '-E4_1', '-E4_1', 'ES0_0', 'ES0_0', 'ES0_1', 'ES0_1', 'E3_0', 'E3_0', 'E3_1', 'E3_2', '-ES1_0', '-ES1_0', '-ES1_1', '-ES1_2')","[0, 0, 0, 0, 0, 7, 7, 1, 1, 0, 0, 0, 0, 8, 8, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.19546702657420767, 0.19546702657420767, 0.027923860939172523, 0.027923860939172523, 0.0, 0.0, 0.0, 0.0, 0.23899621589324835, 0.23899621589324835, 0.0, 0.0]",0.23899621589324835,0.23899621589324835,"[45.0, 3.0, 38.0]",JM1,"('decrease_red', 'JM1')",1
4,yyyyyyyyy,"('ER1_0', 'ER1_1', 'ER1_2', 'ER1_3', 'ER1_4', 'E4_0', 'E4_0', 'E4_1', 'E4_1')","[1, 0, 0, 1, 1, 0, 0, 0, 0]","[0.037714501225721286, 0.0, 0.0, 0.037714501225721286, 0.0, 0.0, 0.0, 0.0, 0.0]",0.037714501225721286,0.037714501225721286,"[45.0, 3.0, 30.0]",JM2,"('increase_green', 'JM2')",1
5,yyyy,"('E5_0', 'E5_1', 'E5_2', 'E5_3')","[0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.0]",0.0,0.0,"[45.0, 3.0, 30.0]",J3,"('decrease_red', 'J3')",1
5,yyyyyyyyyyyyyyyyy,"('-E3_0', '-E3_0', '-E3_1', '-E3_2', '-E3_2', 'EB0_0', 'EB0_0', 'EB0_0', 'EB0_0', 'E2_0', 'E2_0', 'E2_1', 'E2_2', 'E2_2', '-EB1_0', '-EB1_0', '-EB1_1')","[0, 0, 0, 0, 0, 10, 10, 10, 10, 0, 0, 0, 0, 0, 10, 10, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.27672440299272316, 0.27672440299272316, 0.27672440299272316, 0.27672440299272316, 0.0, 0.0, 0.0, 0.0, 0.0, 0.262148647992621, 0.262148647992621, 0.0]",0.27672440299272316,0.3074715588808035,"[45.0, 3.0, 30.0]",JM0,"('decrease_green', 'JM0')",-2
5,yyyyyyyyyyyyyyyyy,"('-E4_0', '-E4_0', '-E4_1', '-E4_1', '-E4_1', 'ES0_0', 'ES0_0', 'ES0_1', 'ES0_1', 'E3_0', 'E3_0', 'E3_1', 'E3_2', '-ES1_0', '-ES1_0', '-ES1_1', '-ES1_2')","[0, 0, 0, 0, 0, 8, 8, 2, 2, 0, 0, 0, 0, 10, 10, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.22339088751338018, 0.22339088751338018, 0.055847721878345045, 0.055847721878345045, 0.0, 0.0, 0.0, 0.0, 0.2987452698665604, 0.2987452698665604, 0.0, 0.0]",0.2987452698665604,0.2987452698665604,"[45.0, 3.0, 38.0]",JM1,"('increase_green', 'JM1')",1
5,yyyyyyyyy,"('ER1_0', 'ER1_1', 'ER1_2', 'ER1_3', 'ER1_4', 'E4_0', 'E4_0', 'E4_1', 'E4_1')","[0, 0, 0, 2, 2, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.037714501225721286, 0.07542900245144257, 0.0, 0.0, 0.0, 0.0]",0.07542900245144257,0.07542900245144257,"[45.0, 3.0, 30.0]",JM2,"('decrease_red', 'JM2')",1
6,yyyy,"('E5_0', 'E5_1', 'E5_2', 'E5_3')","[1, 0, 0, 0]","[0.023636936653009772, 0.0, 0.0, 0.0]",0.023636936653009772,0.023636936653009772,"[45.0, 3.0, 30.0]",J3,"('increase_green', 'J3')",1
6,yyyyyyyyyyyyyyyyy,"('-E3_0', '-E3_0', '-E3_1', '-E3_2', '-E3_2', 'EB0_0', 'EB0_0', 'EB0_0', 'EB0_0', 'E2_0', 'E2_0', 'E2_1', 'E2_2', 'E2_2', '-EB1_0', '-EB1_0', '-EB1_1')","[0, 0, 0, 0, 0, 11, 11, 11, 11, 0, 0, 0, 0, 0, 10, 10, 1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.3382187147688839, 0.3382187147688839, 0.3382187147688839, 0.3382187147688839, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3204039031020923, 0.3204039031020923, 0.0]",0.3382187147688839,0.3382187147688839,"[45.0, 3.0, 30.0]",JM0,"('no_change', 'JM0')",1
6,yyyyyyyyyyyyyyyyy,"('-E4_0', '-E4_0', '-E4_1', '-E4_1', '-E4_1', 'ES0_0', 'ES0_0', 'ES0_1', 'ES0_1', 'E3_0', 'E3_0', 'E3_1', 'E3_2', '-ES1_0', '-ES1_0', '-ES1_1', '-ES1_2')","[0, 0, 0, 0, 0, 10, 10, 2, 2, 0, 0, 0, 0, 12, 12, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.2513147484525527, 0.2513147484525527, 0.055847721878345045, 0.055847721878345045, 0.0, 0.0, 0.0, 0.0, 0.32861979685321646, 0.32861979685321646, 0.0, 0.0]",0.32861979685321646,0.3584943238398725,"[45.0, 3.0, 38.0]",JM1,"('increase_green', 'JM1')",-2
6,yyyyyyyyy,"('ER1_0', 'ER1_1', 'ER1_2', 'ER1_3', 'ER1_4', 'E4_0', 'E4_0', 'E4_1', 'E4_1')","[0, 0, 0, 2, 2, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.11314350367716387, 0.07542900245144257, 0.0, 0.0, 0.0, 0.0]",0.11314350367716387,0.07542900245144257,"[45.0, 3.0, 30.0]",JM2,"('increase_green', 'JM2')",2
7,yyyy,"('E5_0', 'E5_1', 'E5_2', 'E5_3')","[1, 0, 0, 0]","[0.023636936653009772, 0.0, 0.0, 0.0]",0.023636936653009772,0.023636936653009772,"[45.0, 3.0, 30.0]",J3,"('no_change', 'J3')",1
7,yyyyyyyyyyyyyyyyy,"('-E3_0', '-E3_0', '-E3_1', '-E3_2', '-E3_2', 'EB0_0', 'EB0_0', 'EB0_0', 'EB0_0', 'E2_0', 'E2_0', 'E2_1', 'E2_2', 'E2_2', '-EB1_0', '-EB1_0', '-EB1_1')","[0, 0, 0, 0, 0, 13, 13, 13, 13, 0, 0, 1, 0, 0, 10, 10, 3]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.3997130265450446, 0.3997130265450446, 0.3997130265450446, 0.3997130265450446, 0.0, 0.0, 0.07105637138796779, 0.0, 0.0, 0.3204039031020923, 0.3204039031020923, 0.05825525510947133]",0.3997130265450446,0.3997130265450446,"[45.0, 3.0, 30.0]",JM0,"('no_change', 'JM0')",1
7,yyyyyyyyyyyyyyyyy,"('-E4_0', '-E4_0', '-E4_1', '-E4_1', '-E4_1', 'ES0_0', 'ES0_0', 'ES0_1', 'ES0_1', 'E3_0', 'E3_0', 'E3_1', 'E3_2', '-ES1_0', '-ES1_0', '-ES1_1', '-ES1_2')","[1, 1, 1, 1, 1, 10, 10, 3, 3, 0, 0, 0, 0, 12, 12, 0, 1]","[0.02300437083045779, 0.02300437083045779, 0.0, 0.0, 0.0, 0.27923860939172523, 0.27923860939172523, 0.08377158281751756, 0.08377158281751756, 0.0, 0.0, 0.0, 0.0, 0.3584943238398725, 0.3584943238398725, 0.029874526986656044, 0.0]",0.3584943238398725,0.3584943238398725,"[45.0, 3.0, 38.0]",JM1,"('increase_red', 'JM1')",1
7,yyyyyyyyy,"('ER1_0', 'ER1_1', 'ER1_2', 'ER1_3', 'ER1_4', 'E4_0', 'E4_0', 'E4_1', 'E4_1')","[0, 0, 0, 5, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.15085800490288515, 0.037714501225721286, 0.0, 0.0, 0.0, 0.0]",0.15085800490288515,0.18857250612860643,"[45.0, 3.0, 30.0]",JM2,"('decrease_red', 'JM2')",-2
8,yyyy,"('E5_0', 'E5_1', 'E5_2', 'E5_3')","[1, 0, 0, 0]","[0.023636936653009772, 0.0, 0.0, 0.0]",0.023636936653009772,0.023636936653009772,"[45.0, 3.0, 30.0]",J3,"('increase_red', 'J3')",1
8,yyyyyyyyyyyyyyyyy,"('-E3_0', '-E3_0', '-E3_1', '-E3_2', '-E3_2', 'EB0_0', 'EB0_0', 'EB0_0', 'EB0_0', 'E2_0', 'E2_0', 'E2_1', 'E2_2', 'E2_2', '-EB1_0', '-EB1_0', '-EB1_1')","[0, 0, 0, 0, 0, 15, 15, 15, 15, 0, 0, 0, 0, 0, 11, 11, 4]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.43046018243312495, 0.43046018243312495, 0.43046018243312495, 0.43046018243312495, 0.0, 0.0, 0.0, 0.0, 0.0, 0.29127627554735663, 0.29127627554735663, 0.11651051021894265]",0.43046018243312495,0.4612073383212053,"[45.0, 3.0, 30.0]",JM0,"('decrease_red', 'JM0')",-2
8,yyyyyyyyyyyyyyyyy,"('-E4_0', '-E4_0', '-E4_1', '-E4_1', '-E4_1', 'ES0_0', 'ES0_0', 'ES0_1', 'ES0_1', 'E3_0', 'E3_0', 'E3_1', 'E3_2', '-ES1_0', '-ES1_0', '-ES1_1', '-ES1_2')","[2, 2, 1, 1, 1, 10, 10, 5, 5, 1, 1, 0, 0, 14, 14, 0, 1]","[0.04600874166091558, 0.04600874166091558, 0.02300437083045779, 0.02300437083045779, 0.02300437083045779, 0.3071624703308977, 0.3071624703308977, 0.11169544375669009, 0.11169544375669009, 0.016729868391701985, 0.016729868391701985, 0.0, 0.0, 0.4182433778131846, 0.4182433778131846, 0.0, 0.029874526986656044]",0.4182433778131846,0.4182433778131846,"[45.0, 3.0, 38.0]",JM1,"('increase_green', 'JM1')",1
8,yyyyyyyyy,"('ER1_0', 'ER1_1', 'ER1_2', 'ER1_3', 'ER1_4', 'E4_0', 'E4_0', 'E4_1', 'E4_1')","[0, 0, 0, 2, 1, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.11314350367716387, 0.037714501225721286, 0.0, 0.0, 0.0, 0.0]",0.11314350367716387,0.07542900245144257,"[45.0, 3.0, 30.0]",JM2,"('increase_green', 'JM2')",2
9,yyyy,"('E5_0', 'E5_1', 'E5_2', 'E5_3')","[1, 0, 0, 0]","[0.023636936653009772, 0.0, 0.0, 0.0]",0.023636936653009772,0.023636936653009772,"[45.0, 3.0, 30.0]",J3,"('increase_green', 'J3')",1
9,yyyyyyyyyyyyyyyyy,"('-E3_0', '-E3_0', '-E3_1', '-E3_2', '-E3_2', 'EB0_0', 'EB0_0', 'EB0_0', 'EB0_0', 'E2_0', 'E2_0', 'E2_1', 'E2_2', 'E2_2', '-EB1_0', '-EB1_0', '-EB1_1')","[0, 0, 0, 0, 0, 16, 16, 16, 16, 2, 2, 0, 1, 1, 11, 11, 5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.49195449420928566, 0.49195449420928566, 0.49195449420928566, 0.49195449420928566, 0.07105637138796779, 0.07105637138796779, 0.0, 0.07105637138796779, 0.07105637138796779, 0.3204039031020923, 0.3204039031020923, 0.14563813777367832]",0.49195449420928566,0.49195449420928566,"[45.0, 3.0, 30.0]",JM0,"('increase_green', 'JM0')",1
9,yyyyyyyyyyyyyyyyy,"('-E4_0', '-E4_0', '-E4_1', '-E4_1', '-E4_1', 'ES0_0', 'ES0_0', 'ES0_1', 'ES0_1', 'E3_0', 'E3_0', 'E3_1', 'E3_2', '-ES1_0', '-ES1_0', '-ES1_1', '-ES1_2')","[3, 3, 2, 2, 2, 11, 11, 4, 4, 1, 1, 0, 0, 14, 14, 1, 1]","[0.06901311249137336, 0.06901311249137336, 0.04600874166091558, 0.04600874166091558, 0.04600874166091558, 0.3071624703308977, 0.3071624703308977, 0.13961930469586262, 0.13961930469586262, 0.016729868391701985, 0.016729868391701985, 0.0, 0.0, 0.4182433778131846, 0.4182433778131846, 0.029874526986656044, 0.029874526986656044]",0.4182433778131846,0.4182433778131846,"[45.0, 3.0, 38.0]",JM1,"('decrease_red', 'JM1')",1
9,yyyyyyyyy,"('ER1_0', 'ER1_1', 'ER1_2', 'ER1_3', 'ER1_4', 'E4_0', 'E4_0', 'E4_1', 'E4_1')","[0, 0, 0, 4, 1, 0, 0, 0, 0]","[0.0, 0.0, 0.0, 0.15085800490288515, 0.037714501225721286, 0.0, 0.0, 0.0, 0.0]",0.15085800490288515,0.15085800490288515,"[45.0, 3.0, 30.0]",JM2,"('increase_green', 'JM2')",1
10,yyyy,"('E5_0', 'E5_1', 'E5_2', 'E5_3')","[1, 0, 0, 0]","[0.023636936653009772, 0.0, 0.0, 0.0]",0.023636936653009772,0.023636936653009772,"[45.0, 3.0, 30.0]",J3,"('decrease_green', 'J3')",1
10,yyyyyyyyyyyyyyyyy,"('-E3_0', '-E3_0', '-E3_1', '-E3_2', '-E3_2', 'EB0_0', 'EB0_0', 'EB0_0', 'EB0_0', 'E2_0', 'E2_0', 'E2_1', 'E2_2', 'E2_2', '-EB1_0', '-EB1_0', '-EB1_1')","[0, 0, 0, 0, 0, 16, 16, 16, 16, 4, 4, 0, 2, 2, 10, 10, 5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.522701650097366, 0.522701650097366, 0.522701650097366, 0.522701650097366, 0.21316911416390338, 0.21316911416390338, 0.0, 0.14211274277593558, 0.14211274277593558, 0.29127627554735663, 0.29127627554735663, 0.14563813777367832]",0.522701650097366,0.49195449420928566,"[45.0, 3.0, 30.0]",JM0,"('decrease_red', 'JM0')",2
10,yyyyyyyyyyyyyyyyy,"('-E4_0', '-E4_0', '-E4_1', '-E4_1', '-E4_1', 'ES0_0', 'ES0_0', 'ES0_1', 'ES0_1', 'E3_0', 'E3_0', 'E3_1', 'E3_2', '-ES1_0', '-ES1_0', '-ES1_1', '-ES1_2')","[3, 3, 2, 2, 2, 9, 9, 4, 4, 1, 1, 0, 0, 12, 12, 3, 2]","[0.06901311249137336, 0.06901311249137336, 0.04600874166091558, 0.04600874166091558, 0.04600874166091558, 0.27923860939172523, 0.27923860939172523, 0.11169544375669009, 0.11169544375669009, 0.016729868391701985, 0.016729868391701985, 0.0, 0.0, 0.32861979685321646, 0.32861979685321646, 0.11949810794662417, 0.029874526986656044]",0.32861979685321646,0.3584943238398725,"[45.0, 3.0, 38.0]",JM1,"('increase_green', 'JM1')",-2
10,yyyyyyyyy,"('ER1_0', 'ER1_1', 'ER1_2', 'ER1_3', 'ER1_4', 'E4_0', 'E4_0', 'E4_1', 'E4_1')","[0, 0, 0, 5, 1, 1, 1, 0, 0]","[0.0, 0.0, 0.0, 0.18857250612860643, 0.037714501225721286, 0.02300437083045779, 0.02300437083045779, 0.0, 0.0]",0.18857250612860643,0.18857250612860643,"[45.0, 3.0, 30.0]",JM2,"('decrease_red', 'JM2')",1
11,yyyy,"('E5_0', 'E5_1', 'E5_2', 'E5_3')","[1, 0, 0, 0]","[0.023636936653009772, 0.0, 0.0, 0.0]",0.023636936653009772,0.023636936653009772,"[45.0, 3.0, 30.0]",J3,"('increase_green', 'J3')",1
11,yyyyyyyyyyyyyyyyy,"('-E3_0', '-E3_0', '-E3_1', '-E3_2', '-E3_2', 'EB0_0', 'EB0_0', 'EB0_0', 'EB0_0', 'E2_0', 'E2_0', 'E2_1', 'E2_2', 'E2_2', '-EB1_0', '-EB1_0', '-EB1_1')","[2, 2, 0, 0, 0, 16, 16, 16, 16, 4, 4, 1, 3, 3, 9, 9, 3]","[0.033449477351916376, 0.033449477351916376, 0.0, 0.0, 0.0, 0.49195449420928566, 0.49195449420928566, 0.49195449420928566, 0.49195449420928566, 0.28422548555187116, 0.28422548555187116, 0.14211274277593558, 0.14211274277593558, 0.14211274277593558, 0.29127627554735663, 0.29127627554735663, 0.11651051021894265]",0.49195449420928566,0.49195449420928566,"[45.0, 3.0, 30.0]",JM0,"('increase_green', 'JM0')",1
11,yyyyyyyyyyyyyyyyy,"('-E4_0', '-E4_0', '-E4_1', '-E4_1', '-E4_1', 'ES0_0', 'ES0_0', 'ES0_1', 'ES0_1', 'E3_0', 'E3_0', 'E3_1', 'E3_2', '-ES1_0', '-ES1_0', '-ES1_1', '-ES1_2')","[3, 3, 2, 2, 2, 9, 9, 1, 1, 1, 1, 0, 2, 11, 11, 1, 2]","[0.06901311249137336, 0.06901311249137336, 0.04600874166091558, 0.04600874166091558, 0.04600874166091558, 0.27923860939172523, 0.27923860939172523, 0.055847721878345045, 0.055847721878345045, 0.016729868391701985, 0.016729868391701985, 0.0, 0.016729868391701985, 0.2987452698665604, 0.2987452698665604, 0.029874526986656044, 0.05974905397331209]",0.2987452698665604,0.32861979685321646,"[45.0, 3.0, 38.0]",JM1,"('decrease_green', 'JM1')",-2
11,yyyyyyyyy,"('ER1_0', 'ER1_1', 'ER1_2', 'ER1_3', 'ER1_4', 'E4_0', 'E4_0', 'E4_1', 'E4_1')","[2, 0, 0, 4, 3, 3, 3, 0, 0]","[0.037714501225721286, 0.0, 0.0, 0.15085800490288515, 0.11314350367716387, 0.06901311249137336, 0.06901311249137336, 0.0, 0.0]",0.15085800490288515,0.15085800490288515,"[45.0, 3.0, 30.0]",JM2,"('no_change', 'JM2')",1
12,yyyy,"('E5_0', 'E5_1', 'E5_2', 'E5_3')","[1, 0, 0, 0]","[0.023636936653009772, 0.0, 0.0, 0.0]",0.023636936653009772,0.023636936653009772,"[45.0, 3.0, 30.0]",J3,"('decrease_red', 'J3')",1
12,yyyyyyyyyyyyyyyyy,"('-E3_0', '-E3_0', '-E3_1', '-E3_2', '-E3_2', 'EB0_0', 'EB0_0', 'EB0_0', 'EB0_0', 'E2_0', 'E2_0', 'E2_1', 'E2_2', 'E2_2', '-EB1_0', '-EB1_0', '-EB1_1')","[4, 4, 0, 0, 0, 15, 15, 15, 15, 5, 5, 3, 4, 4, 9, 9, 2]","[0.06689895470383275, 0.06689895470383275, 0.0, 0.0, 0.0, 0.49195449420928566, 0.49195449420928566, 0.49195449420928566, 0.49195449420928566, 0.28422548555187116, 0.28422548555187116, 0.14211274277593558, 0.28422548555187116, 0.28422548555187116, 0.29127627554735663, 0.29127627554735663, 0.05825525510947133]",0.49195449420928566,0.4612073383212053,"[45.0, 3.0, 30.0]",JM0,"('increase_red', 'JM0')",2
