training_state,yellow_state,lane_ids,#of_cars,ratio,max_ratio,new_max_ratio,tl_durations,tl_id,action,reward
287,yyyy,"('E5_0', 'E5_1', 'E5_2', 'E5_3')","[2, 2, 0, 0]","[0.047273873306019544, 0.047273873306019544, 0.0, 0.0]",0.047273873306019544,0.047273873306019544,"[45.0, 3.0, 30.0]",J3,"('no_change', 'J3')",1
287,yyyyyyyyyyyyyyyyy,"('-E3_0', '-E3_0', '-E3_1', '-E3_2', '-E3_2', 'EB0_0', 'EB0_0', 'EB0_0', 'EB0_0', 'E2_0', 'E2_0', 'E2_1', 'E2_2', 'E2_2', '-EB1_0', '-EB1_0', '-EB1_1')","[2, 2, 0, 0, 0, 26, 26, 26, 26, 12, 12, 12, 0, 0, 23, 23, 5]","[0.016724738675958188, 0.016724738675958188, 0.0, 0.0, 0.0, 0.7994260530900892, 0.7994260530900892, 0.7994260530900892, 0.7994260530900892, 0.8526764566556135, 0.8526764566556135, 0.8526764566556135, 0.0, 0.0, 0.6699354337589203, 0.6699354337589203, 0.14563813777367832]",0.8526764566556135,0.8526764566556135,"[45.0, 3.0, 30.0]",JM0,"('decrease_red', 'JM0')",1
287,yyyyyyyyyyyyyyyyy,"('-E4_0', '-E4_0', '-E4_1', '-E4_1', '-E4_1', 'ES0_0', 'ES0_0', 'ES0_1', 'ES0_1', 'E3_0', 'E3_0', 'E3_1', 'E3_2', '-ES1_0', '-ES1_0', '-ES1_1', '-ES1_2')","[7, 7, 5, 5, 5, 18, 18, 6, 6, 38, 38, 36, 7, 10, 10, 14, 25]","[0.1610305958132045, 0.1610305958132045, 0.11502185415228894, 0.11502185415228894, 0.11502185415228894, 0.5026294969051054, 0.5026294969051054, 0.13961930469586262, 0.13961930469586262, 0.6190051304929735, 0.6190051304929735, 0.6190051304929735, 0.1171090787419139, 0.3584943238398725, 0.3584943238398725, 0.38836885082652856, 0.7468631746664011]",0.7468631746664011,0.7468631746664011,"[45.0, 3.0, 38.0]",JM1,"('increase_green', 'JM1')",1
287,yyyyyyyyy,"('ER1_0', 'ER1_1', 'ER1_2', 'ER1_3', 'ER1_4', 'E4_0', 'E4_0', 'E4_1', 'E4_1')","[3, 1, 0, 1, 0, 24, 24, 24, 24]","[0.11314350367716387, 0.037714501225721286, 0.0, 0.0, 0.0, 0.5291005291005291, 0.5291005291005291, 0.5521048999309869, 0.5521048999309869]",0.5521048999309869,0.5521048999309869,"[45.0, 3.0, 30.0]",JM2,"('decrease_red', 'JM2')",1
288,yyyy,"('E5_0', 'E5_1', 'E5_2', 'E5_3')","[2, 2, 0, 0]","[0.047273873306019544, 0.047273873306019544, 0.0, 0.0]",0.047273873306019544,0.047273873306019544,"[45.0, 3.0, 30.0]",J3,"('decrease_red', 'J3')",1
288,yyyyyyyyyyyyyyyyy,"('-E3_0', '-E3_0', '-E3_1', '-E3_2', '-E3_2', 'EB0_0', 'EB0_0', 'EB0_0', 'EB0_0', 'E2_0', 'E2_0', 'E2_1', 'E2_2', 'E2_2', '-EB1_0', '-EB1_0', '-EB1_1')","[4, 4, 0, 0, 0, 26, 26, 26, 26, 11, 11, 12, 0, 0, 23, 23, 7]","[0.050174216027874564, 0.050174216027874564, 0.0, 0.0, 0.0, 0.7994260530900892, 0.7994260530900892, 0.7994260530900892, 0.7994260530900892, 0.8526764566556135, 0.8526764566556135, 0.8526764566556135, 0.0, 0.0, 0.6699354337589203, 0.6699354337589203, 0.17476576532841398]",0.8526764566556135,0.8526764566556135,"[45.0, 3.0, 30.0]",JM0,"('decrease_green', 'JM0')",1
288,yyyyyyyyyyyyyyyyy,"('-E4_0', '-E4_0', '-E4_1', '-E4_1', '-E4_1', 'ES0_0', 'ES0_0', 'ES0_1', 'ES0_1', 'E3_0', 'E3_0', 'E3_1', 'E3_2', '-ES1_0', '-ES1_0', '-ES1_1', '-ES1_2')","[7, 7, 5, 5, 5, 17, 17, 3, 3, 38, 38, 38, 5, 9, 9, 15, 25]","[0.1610305958132045, 0.1610305958132045, 0.11502185415228894, 0.11502185415228894, 0.11502185415228894, 0.4747056359659329, 0.4747056359659329, 0.11169544375669009, 0.11169544375669009, 0.6357349988846754, 0.6357349988846754, 0.6357349988846754, 0.08364934195850993, 0.2987452698665604, 0.2987452698665604, 0.44811790479984065, 0.7468631746664011]",0.7468631746664011,0.7468631746664011,"[45.0, 3.0, 38.0]",JM1,"('no_change', 'JM1')",1
288,yyyyyyyyy,"('ER1_0', 'ER1_1', 'ER1_2', 'ER1_3', 'ER1_4', 'E4_0', 'E4_0', 'E4_1', 'E4_1')","[1, 0, 0, 2, 0, 25, 25, 24, 24]","[0.037714501225721286, 0.0, 0.0, 0.037714501225721286, 0.0, 0.5751092707614447, 0.5751092707614447, 0.5521048999309869, 0.5521048999309869]",0.5751092707614447,0.5751092707614447,"[45.0, 3.0, 30.0]",JM2,"('no_change', 'JM2')",1
289,yyyy,"('E5_0', 'E5_1', 'E5_2', 'E5_3')","[1, 3, 1, 0]","[0.023636936653009772, 0.07091080995902932, 0.023636936653009772, 0.0]",0.07091080995902932,0.07091080995902932,"[45.0, 3.0, 30.0]",J3,"('increase_green', 'J3')",1
289,yyyyyyyyyyyyyyyyy,"('-E3_0', '-E3_0', '-E3_1', '-E3_2', '-E3_2', 'EB0_0', 'EB0_0', 'EB0_0', 'EB0_0', 'E2_0', 'E2_0', 'E2_1', 'E2_2', 'E2_2', '-EB1_0', '-EB1_0', '-EB1_1')","[4, 4, 1, 0, 0, 26, 26, 26, 26, 9, 9, 12, 0, 0, 24, 24, 7]","[0.06689895470383275, 0.06689895470383275, 0.016724738675958188, 0.0, 0.0, 0.7994260530900892, 0.7994260530900892, 0.7994260530900892, 0.7994260530900892, 0.7105637138796779, 0.7105637138796779, 0.8526764566556135, 0.0, 0.0, 0.6990630613136559, 0.6990630613136559, 0.20389339288314964]",0.8526764566556135,0.8526764566556135,"[45.0, 3.0, 30.0]",JM0,"('no_change', 'JM0')",1
