training_state,tls_id,action,tl_durations,reward,max_previous_local,max_new_local,neighbors,max_previous_neighbors,max_new_neighbors
36,JM1,"('increase_green', 'JM1')","[47.0, 3.0, 38.0]",2,0.30113763105063573,0.3178674994423377,"['JM0', 'JM2']","[0.7105637138796779, 0.322061191626409]","[0.7105637138796779, 0.322061191626409]"
36,JM2,"('increase_red', 'JM2')","[50.0, 3.0, 30.0]",0,0.322061191626409,0.3450655624568668,"['JM1', 'J3']","[0.3178674994423377, 0.07091080995902932]","[0.30113763105063573, 0.07091080995902932]"
37,J3,"('increase_green', 'J3')","[48.0, 3.0, 24.0]",-1,0.07091080995902932,0.09454774661203909,['JM2'],[0.3450655624568668],[0.3450655624568668]
37,JM0,"('increase_red', 'JM0')","[44.0, 3.0, 29.0]",1,0.7379317413139285,0.7379317413139285,['JM1'],[0.30113763105063573],[0.3178674994423377]
37,JM1,"('decrease_red', 'JM1')","[48.0, 3.0, 38.0]",0,0.3178674994423377,0.30113763105063573,"['JM0', 'JM2']","[0.7379317413139285, 0.322061191626409]","[0.7379317413139285, 0.3450655624568668]"
37,JM2,"('decrease_red', 'JM2')","[50.0, 3.0, 31.0]",2,0.3450655624568668,0.3450655624568668,"['JM1', 'J3']","[0.30113763105063573, 0.09454774661203909]","[0.3178674994423377, 0.09454774661203909]"
38,J3,"('increase_red', 'J3')","[49.0, 3.0, 24.0]",0,0.09454774661203909,0.07091080995902932,['JM2'],[0.3680699332873246],[0.3910743041177824]
38,JM0,"('no_change', 'JM0')","[44.0, 3.0, 30.0]",2,0.7686788972020088,0.7686788972020088,['JM1'],[0.30113763105063573],[0.28440776265893375]
38,JM1,"('increase_green', 'JM1')","[48.0, 3.0, 37.0]",0,0.28440776265893375,0.26887074287990437,"['JM0', 'JM2']","[0.7686788972020088, 0.3910743041177824]","[0.7994260530900892, 0.3910743041177824]"
38,JM2,"('increase_green', 'JM2')","[50.0, 3.0, 30.0]",2,0.3910743041177824,0.3910743041177824,"['JM1', 'J3']","[0.26887074287990437, 0.09454774661203909]","[0.28440776265893375, 0.09454774661203909]"
39,J3,"('increase_green', 'J3')","[49.0, 3.0, 25.0]",3,0.09454774661203909,0.07091080995902932,['JM2'],[0.4140786749482402],[0.4140786749482402]
39,JM0,"('increase_red', 'JM0')","[44.0, 3.0, 30.0]",2,0.7994260530900892,0.7994260530900892,['JM1'],[0.2987452698665604],[0.2987452698665604]
39,JM1,"('increase_red', 'JM1')","[49.0, 3.0, 37.0]",-3,0.2987452698665604,0.32861979685321646,"['JM0', 'JM2']","[0.7994260530900892, 0.4140786749482402]","[0.7994260530900892, 0.43708304577869794]"
39,JM2,"('decrease_green', 'JM2')","[51.0, 3.0, 30.0]",0,0.43708304577869794,0.46008741660915575,"['JM1', 'J3']","[0.32861979685321646, 0.07091080995902932]","[0.32861979685321646, 0.07091080995902932]"
40,J3,"('increase_green', 'J3')","[50.0, 3.0, 25.0]",-1,0.07091080995902932,0.07091080995902932,['JM2'],[0.46008741660915575],[0.48309178743961356]
40,JM0,"('decrease_green', 'JM0')","[44.0, 3.0, 31.0]",2,0.7994260530900892,0.7994260530900892,['JM1'],[0.3584943238398725],[0.3584943238398725]
40,JM1,"('decrease_red', 'JM1')","[49.0, 3.0, 38.0]",0,0.3584943238398725,0.3584943238398725,"['JM0', 'JM2']","[0.7994260530900892, 0.48309178743961356]","[0.7994260530900892, 0.5060961582700714]"
40,JM2,"('decrease_red', 'JM2')","[50.0, 3.0, 30.0]",4,0.5060961582700714,0.48309178743961356,"['JM1', 'J3']","[0.3584943238398725, 0.07091080995902932]","[0.3584943238398725, 0.07091080995902932]"
41,J3,"('decrease_green', 'J3')","[51.0, 3.0, 25.0]",2,0.07091080995902932,0.07091080995902932,['JM2'],[0.5060961582700714],[0.5060961582700714]
41,JM0,"('decrease_green', 'JM0')","[43.0, 3.0, 31.0]",2,0.7686788972020088,0.7686788972020088,['JM1'],[0.3630101922092428],[0.3584943238398725]
41,JM1,"('decrease_red', 'JM1')","[49.0, 3.0, 37.0]",3,0.3584943238398725,0.3584943238398725,"['JM0', 'JM2']","[0.7686788972020088, 0.48309178743961356]","[0.7686788972020088, 0.48309178743961356]"
41,JM2,"('increase_red', 'JM2')","[50.0, 3.0, 29.0]",-1,0.48309178743961356,0.5060961582700714,"['JM1', 'J3']","[0.3584943238398725, 0.09454774661203909]","[0.3630101922092428, 0.09454774661203909]"
42,J3,"('decrease_red', 'J3')","[50.0, 3.0, 25.0]",0,0.11818468326504886,0.09454774661203909,['JM2'],[0.46008741660915575],[0.48309178743961356]
42,JM0,"('increase_red', 'JM0')","[42.0, 3.0, 31.0]",4,0.7686788972020088,0.7379317413139285,['JM1'],[0.38836885082652856],[0.3630101922092428]
42,JM1,"('no_change', 'JM1')","[49.0, 3.0, 36.0]",0,0.3630101922092428,0.38836885082652856,"['JM0', 'JM2']","[0.7379317413139285, 0.48309178743961356]","[0.7379317413139285, 0.48309178743961356]"
42,JM2,"('increase_green', 'JM2')","[50.0, 3.0, 30.0]",0,0.48309178743961356,0.48309178743961356,"['JM1', 'J3']","[0.38836885082652856, 0.09454774661203909]","[0.38836885082652856, 0.11818468326504886]"
43,J3,"('increase_red', 'J3')","[50.0, 3.0, 24.0]",-1,0.11818468326504886,0.14182161991805864,['JM2'],[0.43708304577869794],[0.43708304577869794]
43,JM0,"('decrease_red', 'JM0')","[42.0, 3.0, 32.0]",-1,0.7105637138796779,0.7105637138796779,['JM1'],[0.39093405314841534],[0.4182433778131846]
43,JM1,"('increase_red', 'JM1')","[49.0, 3.0, 36.0]",3,0.4182433778131846,0.4182433778131846,"['JM0', 'JM2']","[0.7105637138796779, 0.43708304577869794]","[0.7105637138796779, 0.43708304577869794]"
43,JM2,"('decrease_green', 'JM2')","[51.0, 3.0, 30.0]",4,0.43708304577869794,0.4140786749482402,"['JM1', 'J3']","[0.4182433778131846, 0.1654585565710684]","[0.4182433778131846, 0.1654585565710684]"
44,J3,"('decrease_red', 'J3')","[50.0, 3.0, 25.0]",-1,0.1654585565710684,0.18909549322407818,['JM2'],[0.4140786749482402],[0.4140786749482402]
44,JM0,"('decrease_red', 'JM0')","[42.0, 3.0, 31.0]",2,0.7105637138796779,0.7105637138796779,['JM1'],[0.44811790479984065],[0.44811790479984065]
44,JM1,"('increase_red', 'JM1')","[49.0, 3.0, 37.0]",5,0.44811790479984065,0.38836885082652856,"['JM0', 'JM2']","[0.7105637138796779, 0.4140786749482402]","[0.7105637138796779, 0.4140786749482402]"
44,JM2,"('increase_red', 'JM2')","[50.0, 3.0, 30.0]",3,0.4140786749482402,0.3680699332873246,"['JM1', 'J3']","[0.38836885082652856, 0.18909549322407818]","[0.4182433778131846, 0.1654585565710684]"
45,J3,"('decrease_red', 'J3')","[50.0, 3.0, 24.0]",2,0.18909549322407818,0.18909549322407818,['JM2'],[0.3450655624568668],[0.3450655624568668]
45,JM0,"('increase_green', 'JM0')","[42.0, 3.0, 30.0]",-6,0.7105637138796779,0.7816200852676457,['JM1'],[0.38836885082652856],[0.4182433778131846]
45,JM1,"('no_change', 'JM1')","[49.0, 3.0, 38.0]",5,0.4182433778131846,0.3630101922092428,"['JM0', 'JM2']","[0.7816200852676457, 0.322061191626409]","[0.7816200852676457, 0.322061191626409]"
45,JM2,"('decrease_green', 'JM2')","[50.0, 3.0, 31.0]",1,0.322061191626409,0.29905682079595125,"['JM1', 'J3']","[0.3630101922092428, 0.18909549322407818]","[0.3584943238398725, 0.21273242987708793]"
46,J3,"('no_change', 'J3')","[50.0, 3.0, 23.0]",2,0.18909549322407818,0.18909549322407818,['JM2'],[0.322061191626409],[0.322061191626409]
46,JM0,"('decrease_red', 'JM0')","[43.0, 3.0, 30.0]",2,0.8526764566556135,0.8526764566556135,['JM1'],[0.33508633127007026],[0.33508633127007026]
46,JM1,"('increase_green', 'JM1')","[49.0, 3.0, 38.0]",0,0.33508633127007026,0.3630101922092428,"['JM0', 'JM2']","[0.8526764566556135, 0.29905682079595125]","[0.8526764566556135, 0.29905682079595125]"
46,JM2,"('increase_green', 'JM2')","[49.0, 3.0, 31.0]",1,0.29905682079595125,0.29905682079595125,"['JM1', 'J3']","[0.3630101922092428, 0.18909549322407818]","[0.32861979685321646, 0.21273242987708793]"
47,J3,"('decrease_green', 'J3')","[50.0, 3.0, 23.0]",2,0.18909549322407818,0.18909549322407818,['JM2'],[0.29905682079595125],[0.29905682079595125]
47,JM0,"('decrease_green', 'JM0')","[43.0, 3.0, 29.0]",2,0.8526764566556135,0.8526764566556135,['JM1'],[0.32861979685321646],[0.32861979685321646]
47,JM1,"('decrease_green', 'JM1')","[50.0, 3.0, 38.0]",3,0.32861979685321646,0.32861979685321646,"['JM0', 'JM2']","[0.8526764566556135, 0.29905682079595125]","[0.8526764566556135, 0.29905682079595125]"
47,JM2,"('increase_red', 'JM2')","[50.0, 3.0, 31.0]",4,0.29905682079595125,0.29905682079595125,"['JM1', 'J3']","[0.32861979685321646, 0.21273242987708793]","[0.32861979685321646, 0.18909549322407818]"
48,J3,"('decrease_green', 'J3')","[49.0, 3.0, 23.0]",-1,0.21273242987708793,0.21273242987708793,['JM2'],[0.29905682079595125],[0.322061191626409]
48,JM0,"('increase_green', 'JM0')","[42.0, 3.0, 29.0]",1,0.7816200852676457,0.6395073424917102,['JM1'],[0.32861979685321646],[0.32861979685321646]
48,JM1,"('increase_green', 'JM1')","[49.0, 3.0, 38.0]",0,0.32861979685321646,0.32861979685321646,"['JM0', 'JM2']","[0.6395073424917102, 0.322061191626409]","[0.6395073424917102, 0.3450655624568668]"
48,JM2,"('increase_green', 'JM2')","[50.0, 3.0, 32.0]",4,0.3450655624568668,0.3450655624568668,"['JM1', 'J3']","[0.32861979685321646, 0.1654585565710684]","[0.32861979685321646, 0.14182161991805864]"
49,J3,"('no_change', 'J3')","[48.0, 3.0, 23.0]",2,0.14182161991805864,0.14182161991805864,['JM2'],[0.3680699332873246],[0.3680699332873246]
49,JM0,"('increase_red', 'JM0')","[43.0, 3.0, 29.0]",2,0.5684509711037423,0.5534488059854463,['JM1'],[0.32861979685321646],[0.32861979685321646]
49,JM1,"('increase_red', 'JM1')","[50.0, 3.0, 38.0]",0,0.32861979685321646,0.32861979685321646,"['JM0', 'JM2']","[0.5534488059854463, 0.3450655624568668]","[0.5534488059854463, 0.3680699332873246]"
49,JM2,"('increase_green', 'JM2')","[51.0, 3.0, 32.0]",3,0.3680699332873246,0.3680699332873246,"['JM1', 'J3']","[0.32861979685321646, 0.11818468326504886]","[0.32861979685321646, 0.11818468326504886]"
50,J3,"('increase_green', 'J3')","[48.0, 3.0, 23.0]",-1,0.11818468326504886,0.14182161991805864,['JM2'],[0.3910743041177824],[0.3910743041177824]
50,JM0,"('decrease_red', 'JM0')","[43.0, 3.0, 30.0]",1,0.5841959618735267,0.5841959618735267,['JM1'],[0.3513272362257417],[0.3680571046174437]
50,JM1,"('increase_red', 'JM1')","[50.0, 3.0, 39.0]",0,0.3680571046174437,0.3680571046174437,"['JM0', 'JM2']","[0.5841959618735267, 0.4140786749482402]","[0.614943117761607, 0.4140786749482402]"
50,JM2,"('increase_green', 'JM2')","[52.0, 3.0, 32.0]",0,0.4140786749482402,0.43708304577869794,"['JM1', 'J3']","[0.3680571046174437, 0.11818468326504886]","[0.3680571046174437, 0.11818468326504886]"
51,J3,"('decrease_green', 'J3')","[49.0, 3.0, 23.0]",1,0.14182161991805864,0.09454774661203909,['JM2'],[0.3910743041177824],[0.4140786749482402]
51,JM0,"('decrease_green', 'JM0')","[43.0, 3.0, 29.0]",1,0.6456902736496875,0.6456902736496875,['JM1'],[0.3513272362257417],[0.3680571046174437]
51,JM1,"('increase_green', 'JM1')","[50.0, 3.0, 40.0]",3,0.3680571046174437,0.3680571046174437,"['JM0', 'JM2']","[0.6456902736496875, 0.4140786749482402]","[0.6456902736496875, 0.4140786749482402]"
51,JM2,"('decrease_green', 'JM2')","[53.0, 3.0, 32.0]",3,0.4140786749482402,0.4140786749482402,"['JM1', 'J3']","[0.3680571046174437, 0.09454774661203909]","[0.38478697300914566, 0.07091080995902932]"
52,J3,"('decrease_red', 'J3')","[48.0, 3.0, 23.0]",2,0.07091080995902932,0.07091080995902932,['JM2'],[0.4140786749482402],[0.4140786749482402]
52,JM0,"('decrease_red', 'JM0')","[42.0, 3.0, 29.0]",-2,0.6764374295377678,0.7071845854258481,['JM1'],[0.3680571046174437],[0.38478697300914566]
52,JM1,"('increase_red', 'JM1')","[51.0, 3.0, 40.0]",3,0.38478697300914566,0.38478697300914566,"['JM0', 'JM2']","[0.7071845854258481, 0.4140786749482402]","[0.7071845854258481, 0.4140786749482402]"
52,JM2,"('increase_red', 'JM2')","[52.0, 3.0, 32.0]",3,0.4140786749482402,0.4140786749482402,"['JM1', 'J3']","[0.38478697300914566, 0.09454774661203909]","[0.40151684140084765, 0.07091080995902932]"
53,J3,"('no_change', 'J3')","[48.0, 3.0, 22.0]",3,0.07091080995902932,0.047273873306019544,['JM2'],[0.43708304577869794],[0.43708304577869794]
53,JM0,"('increase_red', 'JM0')","[42.0, 3.0, 28.0]",2,0.7379317413139285,0.7379317413139285,['JM1'],[0.40151684140084765],[0.40151684140084765]
53,JM1,"('no_change', 'JM1')","[51.0, 3.0, 41.0]",0,0.40151684140084765,0.40151684140084765,"['JM0', 'JM2']","[0.7379317413139285, 0.46008741660915575]","[0.7686788972020088, 0.46008741660915575]"
53,JM2,"('decrease_green', 'JM2')","[52.0, 3.0, 33.0]",1,0.46008741660915575,0.48309178743961356,"['JM1', 'J3']","[0.40151684140084765, 0.07091080995902932]","[0.40151684140084765, 0.047273873306019544]"
54,J3,"('decrease_red', 'J3')","[48.0, 3.0, 22.0]",3,0.07091080995902932,0.047273873306019544,['JM2'],[0.48309178743961356],[0.48309178743961356]
54,JM0,"('decrease_green', 'JM0')","[42.0, 3.0, 29.0]",2,0.7994260530900892,0.7994260530900892,['JM1'],[0.40151684140084765],[0.38836885082652856]
54,JM1,"('no_change', 'JM1')","[51.0, 3.0, 41.0]",-1,0.38836885082652856,0.40151684140084765,"['JM0', 'JM2']","[0.7994260530900892, 0.5060961582700714]","[0.7994260530900892, 0.5291005291005291]"
54,JM2,"('decrease_green', 'JM2')","[51.0, 3.0, 33.0]",3,0.5291005291005291,0.5291005291005291,"['JM1', 'J3']","[0.40151684140084765, 0.047273873306019544]","[0.40151684140084765, 0.047273873306019544]"
55,J3,"('decrease_red', 'J3')","[48.0, 3.0, 21.0]",2,0.07091080995902932,0.07091080995902932,['JM2'],[0.5521048999309869],[0.5521048999309869]
55,JM0,"('decrease_red', 'JM0')","[41.0, 3.0, 29.0]",2,0.7994260530900892,0.7994260530900892,['JM1'],[0.38836885082652856],[0.38836885082652856]
55,JM1,"('decrease_red', 'JM1')","[51.0, 3.0, 41.0]",0,0.38836885082652856,0.4182433778131846,"['JM0', 'JM2']","[0.7994260530900892, 0.5751092707614447]","[0.7994260530900892, 0.5751092707614447]"
55,JM2,"('no_change', 'JM2')","[50.0, 3.0, 33.0]",0,0.5751092707614447,0.5981136415919025,"['JM1', 'J3']","[0.4182433778131846, 0.07091080995902932]","[0.4182433778131846, 0.07091080995902932]"
56,J3,"('decrease_green', 'J3')","[48.0, 3.0, 20.0]",-1,0.09454774661203909,0.09454774661203909,['JM2'],[0.5981136415919025],[0.6211180124223603]
56,JM0,"('decrease_green', 'JM0')","[41.0, 3.0, 28.0]",3,0.7994260530900892,0.7686788972020088,['JM1'],[0.4182433778131846],[0.4182433778131846]
56,JM1,"('decrease_red', 'JM1')","[51.0, 3.0, 40.0]",3,0.4182433778131846,0.4182433778131846,"['JM0', 'JM2']","[0.7686788972020088, 0.6211180124223603]","[0.7686788972020088, 0.6211180124223603]"
56,JM2,"('increase_green', 'JM2')","[50.0, 3.0, 33.0]",4,0.6211180124223603,0.5981136415919025,"['JM1', 'J3']","[0.4182433778131846, 0.09454774661203909]","[0.4182433778131846, 0.09454774661203909]"
57,J3,"('increase_red', 'J3')","[47.0, 3.0, 20.0]",2,0.09454774661203909,0.09454774661203909,['JM2'],[0.5981136415919025],[0.5981136415919025]
57,JM0,"('increase_green', 'JM0')","[40.0, 3.0, 28.0]",2,0.7379317413139285,0.7379317413139285,['JM1'],[0.4182433778131846],[0.4182433778131846]
57,JM1,"('decrease_red', 'JM1')","[51.0, 3.0, 39.0]",3,0.4182433778131846,0.4182433778131846,"['JM0', 'JM2']","[0.7379317413139285, 0.6211180124223603]","[0.7379317413139285, 0.6211180124223603]"
57,JM2,"('no_change', 'JM2')","[51.0, 3.0, 33.0]",1,0.6211180124223603,0.5981136415919025,"['JM1', 'J3']","[0.4182433778131846, 0.09454774661203909]","[0.4182433778131846, 0.11818468326504886]"
58,J3,"('decrease_red', 'J3')","[47.0, 3.0, 21.0]",-4,0.11818468326504886,0.14182161991805864,['JM2'],[0.5751092707614447],[0.5981136415919025]
58,JM0,"('no_change', 'JM0')","[41.0, 3.0, 28.0]",3,0.7071845854258481,0.6764374295377678,['JM1'],[0.4182433778131846],[0.4182433778131846]
58,JM1,"('no_change', 'JM1')","[51.0, 3.0, 38.0]",0,0.4182433778131846,0.4182433778131846,"['JM0', 'JM2']","[0.6764374295377678, 0.5751092707614447]","[0.6764374295377678, 0.5981136415919025]"
58,JM2,"('increase_red', 'JM2')","[51.0, 3.0, 33.0]",5,0.5981136415919025,0.5751092707614447,"['JM1', 'J3']","[0.4182433778131846, 0.1654585565710684]","[0.4182433778131846, 0.14182161991805864]"
59,J3,"('decrease_green', 'J3')","[47.0, 3.0, 20.0]",2,0.1654585565710684,0.1654585565710684,['JM2'],[0.5751092707614447],[0.5751092707614447]
59,JM0,"('increase_red', 'JM0')","[41.0, 3.0, 28.0]",-3,0.7105637138796779,0.7816200852676457,['JM1'],[0.4182433778131846],[0.4182433778131846]
59,JM1,"('decrease_red', 'JM1')","[51.0, 3.0, 38.0]",5,0.4182433778131846,0.4182433778131846,"['JM0', 'JM2']","[0.7816200852676457, 0.5751092707614447]","[0.7816200852676457, 0.5291005291005291]"
59,JM2,"('no_change', 'JM2')","[51.0, 3.0, 34.0]",-3,0.5291005291005291,0.5521048999309869,"['JM1', 'J3']","[0.4182433778131846, 0.14182161991805864]","[0.4182433778131846, 0.1654585565710684]"
60,J3,"('increase_red', 'J3')","[46.0, 3.0, 20.0]",2,0.1654585565710684,0.1654585565710684,['JM2'],[0.5291005291005291],[0.5291005291005291]
60,JM0,"('decrease_green', 'JM0')","[41.0, 3.0, 29.0]",-3,0.7816200852676457,0.8526764566556135,['JM1'],[0.4182433778131846],[0.4182433778131846]
60,JM1,"('no_change', 'JM1')","[51.0, 3.0, 37.0]",0,0.4182433778131846,0.4182433778131846,"['JM0', 'JM2']","[0.8526764566556135, 0.5060961582700714]","[0.8526764566556135, 0.5291005291005291]"
60,JM2,"('decrease_red', 'JM2')","[51.0, 3.0, 34.0]",-1,0.5291005291005291,0.48309178743961356,"['JM1', 'J3']","[0.4182433778131846, 0.1654585565710684]","[0.44811790479984065, 0.18909549322407818]"
61,J3,"('increase_green', 'J3')","[46.0, 3.0, 21.0]",3,0.18909549322407818,0.18909549322407818,['JM2'],[0.5060961582700714],[0.48309178743961356]
61,JM0,"('no_change', 'JM0')","[40.0, 3.0, 29.0]",-1,0.8526764566556135,0.8526764566556135,['JM1'],[0.44811790479984065],[0.4779924317864967]
61,JM1,"('increase_red', 'JM1')","[51.0, 3.0, 37.0]",4,0.4779924317864967,0.4779924317864967,"['JM0', 'JM2']","[0.8526764566556135, 0.5060961582700714]","[0.8526764566556135, 0.48309178743961356]"
61,JM2,"('decrease_green', 'JM2')","[51.0, 3.0, 33.0]",2,0.48309178743961356,0.5060961582700714,"['JM1', 'J3']","[0.4779924317864967, 0.21273242987708793]","[0.4779924317864967, 0.1654585565710684]"
62,J3,"('decrease_red', 'J3')","[47.0, 3.0, 21.0]",3,0.1654585565710684,0.1654585565710684,['JM2'],[0.48309178743961356],[0.46008741660915575]
62,JM0,"('decrease_green', 'JM0')","[40.0, 3.0, 29.0]",2,0.7816200852676457,0.7816200852676457,['JM1'],[0.5078669587731527],[0.5078669587731527]
62,JM1,"('decrease_red', 'JM1')","[51.0, 3.0, 38.0]",7,0.5078669587731527,0.5078669587731527,"['JM0', 'JM2']","[0.7816200852676457, 0.48309178743961356]","[0.7105637138796779, 0.46008741660915575]"
62,JM2,"('increase_red', 'JM2')","[50.0, 3.0, 33.0]",0,0.46008741660915575,0.46008741660915575,"['JM1', 'J3']","[0.5078669587731527, 0.1654585565710684]","[0.5377414857598087, 0.1654585565710684]"
63,J3,"('decrease_green', 'J3')","[47.0, 3.0, 20.0]",3,0.1654585565710684,0.14182161991805864,['JM2'],[0.43708304577869794],[0.43708304577869794]
63,JM0,"('decrease_red', 'JM0')","[39.0, 3.0, 29.0]",-6,0.6395073424917102,0.7105637138796779,['JM1'],[0.4779924317864967],[0.5078669587731527]
63,JM1,"('decrease_green', 'JM1')","[51.0, 3.0, 37.0]",4,0.5078669587731527,0.4779924317864967,"['JM0', 'JM2']","[0.7105637138796779, 0.4140786749482402]","[0.7105637138796779, 0.4140786749482402]"
63,JM2,"('increase_green', 'JM2')","[50.0, 3.0, 34.0]",4,0.4140786749482402,0.4140786749482402,"['JM1', 'J3']","[0.4779924317864967, 0.1654585565710684]","[0.4747056359659329, 0.14182161991805864]"
64,J3,"('increase_red', 'J3')","[46.0, 3.0, 20.0]",-1,0.14182161991805864,0.1654585565710684,['JM2'],[0.4140786749482402],[0.4140786749482402]
64,JM0,"('increase_red', 'JM0')","[39.0, 3.0, 28.0]",-1,0.5534488059854463,0.5534488059854463,['JM1'],[0.44811790479984065],[0.4779924317864967]
64,JM1,"('increase_green', 'JM1')","[50.0, 3.0, 37.0]",2,0.4779924317864967,0.4779924317864967,"['JM0', 'JM2']","[0.5534488059854463, 0.4140786749482402]","[0.5684509711037423, 0.4140786749482402]"
64,JM2,"('increase_green', 'JM2')","[51.0, 3.0, 34.0]",3,0.4140786749482402,0.4140786749482402,"['JM1', 'J3']","[0.4779924317864967, 0.1654585565710684]","[0.4779924317864967, 0.1654585565710684]"
65,J3,"('decrease_red', 'J3')","[46.0, 3.0, 21.0]",-1,0.1654585565710684,0.1654585565710684,['JM2'],[0.4140786749482402],[0.43708304577869794]
65,JM0,"('no_change', 'JM0')","[39.0, 3.0, 29.0]",-1,0.5841959618735267,0.614943117761607,['JM1'],[0.4779924317864967],[0.4779924317864967]
65,JM1,"('increase_green', 'JM1')","[51.0, 3.0, 37.0]",3,0.4779924317864967,0.4779924317864967,"['JM0', 'JM2']","[0.614943117761607, 0.43708304577869794]","[0.614943117761607, 0.43708304577869794]"
65,JM2,"('no_change', 'JM2')","[52.0, 3.0, 34.0]",-3,0.43708304577869794,0.46008741660915575,"['JM1', 'J3']","[0.4779924317864967, 0.1654585565710684]","[0.4779924317864967, 0.18909549322407818]"
66,J3,"('increase_red', 'J3')","[46.0, 3.0, 20.0]",2,0.1654585565710684,0.1654585565710684,['JM2'],[0.46008741660915575],[0.46008741660915575]
66,JM0,"('decrease_red', 'JM0')","[39.0, 3.0, 29.0]",2,0.6456902736496875,0.6456902736496875,['JM1'],[0.4779924317864967],[0.4779924317864967]
